"job_id","job_title_short","salary_year_avg","job_work_from_home"
920885,"Business Analyst","16500.0",True
1026051,"Data Engineer","20000.0",True
118869,"Data Engineer","25000.0",True
216489,"Data Analyst","25000.0",True
29337,"Software Engineer","28000.0",True
795187,"Business Analyst","29900.0",True
668679,"Data Scientist","30750.0",True
137409,"Data Scientist","30750.0",True
360577,"Data Scientist","32000.0",True
482089,"Machine Learning Engineer","32500.0",True
