"job_schedule_type","job_count","avg_yearly_salary","avg_hourly_salary"
"Full-time","1","116138.875000000000",NULL
"Full-time","1","116100.000000000000",NULL
"Full-time","9","116000.000000000000",NULL
"Full-time","1","115807.000000000000",NULL
"Full-time","8","115800.000000000000",NULL
"Full-time","3","115791.500000000000",NULL
"Full-time","1","115785.000000000000",NULL
"Full-time","1","115775.000000000000",NULL
"Full-time","1","115760.000000000000",NULL
"Full-time","5","115750.000000000000",NULL
"Full-time","1","115735.000000000000",NULL
"Full-time","1","115700.000000000000",NULL
"Full-time","1","115697.500000000000",NULL
"Full-time","1","115656.000000000000",NULL
"Full-time","1","115653.984375000000",NULL
"Full-time","1","115621.695312500000",NULL
"Full-time","1","115598.000000000000",NULL
"Full-time","1","115575.000000000000",NULL
"Full-time","1","115564.500000000000",NULL
"Full-time","1","115560.000000000000",NULL
"Full-time","5","115500.000000000000",NULL
"Full-time","1","115495.000000000000",NULL
"Full-time","1","115442.500000000000",NULL
"Full-time","1","115400.000000000000",NULL
"Full-time","1","115266.671875000000",NULL
"Full-time","1","115150.500000000000",NULL
"Full-time","2","115150.000000000000",NULL
"Part-time","1","115011.500000000000",NULL
"Full-time and Part-time","3","115000.000000000000",NULL
"Full-time","773","115000.000000000000",NULL
"Contractor","9","115000.000000000000",NULL
"Full-time and Contractor","1","115000.000000000000",NULL
"Full-time, Contractor, and Temp work","1","115000.000000000000",NULL
"Full-time","1","114998.000000000000",NULL
"Full-time","2","114956.500000000000",NULL
"Full-time","1","114950.000000000000",NULL
"Full-time","1","114948.000000000000",NULL
"Full-time, Part-time, and Contractor","1","114903.726562500000",NULL
"Full-time","1","114871.500000000000",NULL
"Full-time","1","114805.000000000000",NULL
"Full-time","1","114727.500000000000",NULL
"Full-time","1","114669.500000000000",NULL
"Full-time","1","114624.000000000000",NULL
"Full-time","1","114586.500000000000",NULL
"Full-time","3","114550.000000000000",NULL
"Full-time","2","114516.000000000000",NULL
"Part-time","1","114500.000000000000",NULL
"Full-time","11","114500.000000000000",NULL
"Full-time and Internship","1","114500.000000000000",NULL
"Full-time","1","114261.000000000000",NULL
"Full-time","2","114250.000000000000",NULL
"Full-time","1","114207.968750000000",NULL
"Full-time","2","114184.000000000000",NULL
"Full-time","1","114183.500000000000",NULL
"Full-time","2","114150.000000000000",NULL
"Full-time","1","114070.000000000000",NULL
"Part-time","1","114070.000000000000",NULL
"Full-time","1","114062.500000000000",NULL
"Full-time","1","114042.500000000000",NULL
"Full-time","13","114000.000000000000",NULL
"Full-time","1","113977.500000000000",NULL
"Full-time","1","113975.000000000000",NULL
"Full-time","1","113949.000000000000",NULL
"Full-time","1","113900.000000000000",NULL
"Full-time","1","113896.000000000000",NULL
"Full-time and Contractor","2","113836.500000000000",NULL
"Full-time","6","113836.500000000000",NULL
"Full-time and Part-time","1","113836.500000000000",NULL
"Full-time","2","113800.000000000000",NULL
"Full-time","1","113792.500000000000",NULL
"Full-time","1","113775.000000000000",NULL
"Full-time","6","113769.500000000000",NULL
"Full-time","1","113760.000000000000",NULL
"Full-time","3","113580.000000000000",NULL
"Full-time","1","113550.000000000000",NULL
"Full-time","13","113500.000000000000",NULL
"Full-time and Part-time","1","113500.000000000000",NULL
"Full-time and Part-time","1","113458.000000000000",NULL
"Full-time","1","113450.000000000000",NULL
"Full-time","7","113269.500000000000",NULL
"Full-time","1","113257.500000000000",NULL
"Full-time","4","113250.000000000000",NULL
"Full-time","2","113221.000000000000",NULL
"Full-time","1","113150.000000000000",NULL
"Full-time","1","113058.500000000000",NULL
"Full-time","2","113050.000000000000",NULL
"Full-time","7","113000.000000000000",NULL
"Contractor","1","113000.000000000000",NULL
"Full-time","3","112996.000000000000",NULL
"Full-time","1","112850.000000000000",NULL
"Full-time","2","112800.000000000000",NULL
"Contractor","1","112724.171875000000",NULL
"Full-time","3","112690.000000000000",NULL
"Full-time","1","112661.000000000000",NULL
"Full-time","1","112660.898437500000",NULL
"Full-time","1","112650.000000000000",NULL
"Full-time","1","112600.984375000000",NULL
"Full-time","1","112550.000000000000",NULL
"Full-time","1","112525.000000000000",NULL
"Full-time","2","112502.000000000000",NULL
"Full-time","5","112500.500000000000",NULL
"Full-time","113","112500.000000000000",NULL
"Full-time, Contractor, and Temp work","1","112500.000000000000",NULL
"Contractor","5","112500.000000000000",NULL
"Part-time","1","112500.000000000000",NULL
"Full-time","3","112450.000000000000",NULL
"Contractor","1","112450.000000000000",NULL
"Full-time","2","112434.000000000000",NULL
"Full-time","1","112400.000000000000",NULL
"Full-time","2","112350.000000000000",NULL
"Full-time","6","112250.000000000000",NULL
"Full-time","1","112200.000000000000",NULL
"Full-time","1","112143.500000000000",NULL
"Full-time","4","112104.500000000000",NULL
"Full-time and Part-time","2","112104.500000000000",NULL
"Full-time","1","112100.000000000000",NULL
"Full-time","3","112050.000000000000",NULL
"Full-time","1","112040.500000000000",NULL
"Full-time","3","112025.000000000000",NULL
"Full-time","23","112015.000000000000",NULL
"Full-time","14","112000.000000000000",NULL
"Full-time","1","111983.500000000000",NULL
"Full-time","1","111800.000000000000",NULL
"Full-time","1","111750.000000000000",NULL
"Full-time","1","111609.000000000000",NULL
"Full-time","4","111608.500000000000",NULL
"Full-time","1","111547.500000000000",NULL
"Full-time","1","111528.000000000000",NULL
"Full-time and Part-time","5","111500.000000000000",NULL
"Full-time","7","111500.000000000000",NULL
"Full-time","1","111495.000000000000",NULL
"Full-time","2","111456.000000000000",NULL
"Full-time and Internship","1","111450.000000000000",NULL
"Full-time","1","111420.000000000000",NULL
"Full-time","1","111365.000000000000",NULL
"Full-time, Contractor, and Temp work","1","111355.921875000000",NULL
"Full-time and Part-time","1","111329.500000000000",NULL
"Full-time","1","111228.156250000000",NULL
"Full-time","3","111205.000000000000",NULL
"Full-time","19","111202.000000000000",NULL
"Contractor","1","111202.000000000000",NULL
"Contractor","12","111175.000000000000",NULL
"Full-time","311","111175.000000000000",NULL
"Part-time","1","111175.000000000000",NULL
"Full-time","3","111116.000000000000",NULL
"Full-time","1","111115.500000000000",NULL
"Full-time","1","111098.500000000000",NULL
"Full-time","1","111050.000000000000",NULL
"Full-time","2","111045.000000000000",NULL
"Full-time","1","111030.000000000000",NULL
"Full-time","2","111027.000000000000",NULL
"Full-time","4","111000.000000000000",NULL
"Full-time","1","110941.500000000000",NULL
"Full-time","1","110930.039062500000",NULL
"Full-time","1","110924.500000000000",NULL
"Full-time","3","110900.000000000000",NULL
"Full-time","1","110890.000000000000",NULL
"Full-time","1","110860.000000000000",NULL
"Full-time","1","110808.953125000000",NULL
"Full-time","1","110798.000000000000",NULL
"Full-time","1","110664.000000000000",NULL
"Full-time","2","110650.000000000000",NULL
"Full-time","1","110635.000000000000",NULL
"Full-time","1","110551.328125000000",NULL
"Full-time","5","110500.000000000000",NULL
"Internship","1","110499.000000000000",NULL
"Full-time","1","110499.000000000000",NULL
"Full-time","1","110424.937500000000",NULL
"Full-time","1","110400.000000000000",NULL
"Full-time","1","110300.000000000000",NULL
"Full-time","1","110296.679687500000",NULL
"Full-time","1","110290.000000000000",NULL
"Full-time","1","110275.000000000000",NULL
"Full-time","1","110240.109375000000",NULL
"Full-time","2","110200.000000000000",NULL
"Full-time","3","110150.000000000000",NULL
"Full-time","2","110144.390625000000",NULL
"Full-time","4","110090.000000000000",NULL
"Full-time","1","110025.000000000000",NULL
"Contractor","12","110000.000000000000",NULL
"Full-time","288","110000.000000000000",NULL
"Full-time and Contractor","2","110000.000000000000",NULL
"Full-time","1","109874.734375000000",NULL
"Full-time","1","109844.000000000000",NULL
"Full-time","1","109823.546875000000",NULL
"Full-time","3","109750.000000000000",NULL
"Contractor","1","109735.000000000000",NULL
"Full-time","1","109696.000000000000",NULL
"Full-time","1","109600.000000000000",NULL
"Full-time","55","109500.000000000000",NULL
"Contractor","1","109500.000000000000",NULL
"Part-time","1","109500.000000000000",NULL
"Full-time","2","109450.000000000000",NULL
"Full-time","1","109430.000000000000",NULL
"Full-time","1","109350.000000000000",NULL
"Full-time","1","109338.640625000000",NULL
"Full-time","4","109300.000000000000",NULL
"Full-time","2","109164.000000000000",NULL
"Full-time","8","109159.000000000000",NULL
"Full-time","1","109149.000000000000",NULL
"Full-time","1","109120.000000000000",NULL
"Full-time","1","109107.000000000000",NULL
"Full-time","1","109100.000000000000",NULL
"Full-time","1","109008.000000000000",NULL
"Full-time","6","109000.000000000000",NULL
"Full-time and Part-time","1","109000.000000000000",NULL
"Full-time","3","108961.000000000000",NULL
"Full-time","2","108900.000000000000",NULL
"Full-time","1","108800.000000000000",NULL
"Full-time","2","108776.000000000000",NULL
"Full-time","1","108750.000000000000",NULL
"Full-time","2","108709.000000000000",NULL
"Full-time","1","108700.000000000000",NULL
"Full-time","1","108678.000000000000",NULL
"Full-time","1","108567.000000000000",NULL
"Full-time","1","108560.000000000000",NULL
"Full-time, Part-time, and Internship","2","108500.000000000000",NULL
"Full-time","4","108500.000000000000",NULL
"Contractor","1","108500.000000000000",NULL
"Full-time","37","108415.500000000000",NULL
"Full-time and Part-time","1","108415.500000000000",NULL
"Full-time","1","108400.000000000000",NULL
"Full-time","1","108360.000000000000",NULL
"Full-time and Part-time","2","108329.000000000000",NULL
"Full-time","2","108286.500000000000",NULL
"Full-time","1","108285.000000000000",NULL
"Contractor","1","108281.000000000000",NULL
"Full-time","1","108216.500000000000",NULL
"Full-time","1","108200.000000000000",NULL
"Full-time","1","108150.000000000000",NULL
"Full-time","2","108133.000000000000",NULL
"Full-time","1","108117.867187500000",NULL
"Full-time","1","108100.000000000000",NULL
"Full-time","13","108000.000000000000",NULL
"Full-time and Part-time","2","108000.000000000000",NULL
"Full-time","1","107937.000000000000",NULL
"Full-time","5","107850.000000000000",NULL
"Full-time","1","107825.500000000000",NULL
"Full-time","12","107800.000000000000",NULL
"Full-time","1","107789.500000000000",NULL
"Full-time","1","107755.492187500000",NULL
"Full-time","1","107744.000000000000",NULL
"Full-time","2","107730.000000000000",NULL
"Full-time","1","107700.000000000000",NULL
"Full-time","2","107665.000000000000",NULL
"Full-time","1","107590.937500000000",NULL
"Full-time","1","107550.000000000000",NULL
"Full-time","1","107514.500000000000",NULL
"Full-time and Contractor","1","107500.000000000000",NULL
"Temp work","1","107500.000000000000",NULL
"Full-time","79","107500.000000000000",NULL
"Contractor","3","107500.000000000000",NULL
"Full-time","1","107494.406250000000",NULL
"Full-time","3","107407.953125000000",NULL
"Full-time","1","107341.000000000000",NULL
"Full-time","1","107330.000000000000",NULL
"Full-time","4","107250.000000000000",NULL
"Full-time","1","107212.000000000000",NULL
"Full-time","1","107200.000000000000",NULL
"Full-time","1","107150.000000000000",NULL
"Full-time","1","107100.000000000000",NULL
"Full-time","1","107030.000000000000",NULL
"Full-time","1","107025.000000000000",NULL
"Full-time","1","107000.500000000000",NULL
"Full-time","10","107000.000000000000",NULL
"Full-time and Part-time","2","107000.000000000000",NULL
"Contractor","1","107000.000000000000",NULL
"Full-time","1","106983.500000000000",NULL
"Full-time","1","106926.500000000000",NULL
"Full-time","1","106877.093750000000",NULL
"Contractor","1","106830.000000000000",NULL
"Full-time","3","106830.000000000000",NULL
"Full-time","1","106829.500000000000",NULL
"Full-time","2","106800.000000000000",NULL
"Full-time","3","106700.000000000000",NULL
"Full-time","1","106680.500000000000",NULL
"Full-time","1","106680.000000000000",NULL
"Full-time","1","106661.500000000000",NULL
"Full-time","1","106562.500000000000",NULL
"Full-time","9","106500.000000000000",NULL
"Full-time","2","106492.500000000000",NULL
"Full-time","6","106479.000000000000",NULL
"Full-time","8","106439.500000000000",NULL
"Full-time","1","106380.000000000000",NULL
"Full-time","1","106358.000000000000",NULL
"Full-time","2","106300.000000000000",NULL
"Full-time","1","106256.898437500000",NULL
"Full-time","3","106250.000000000000",NULL
"Full-time","2","106200.000000000000",NULL
"Full-time","1","106150.000000000000",NULL
"Full-time","1","106100.000000000000",NULL
"Full-time","2","106080.000000000000",NULL
"Full-time","1","106065.000000000000",NULL
"Full-time","12","106000.000000000000",NULL
"Full-time","1","105968.000000000000",NULL
"Full-time","2","105900.000000000000",NULL
"Full-time","4","105800.000000000000",NULL
"Full-time","1","105750.000000000000",NULL
"Full-time","2","105710.000000000000",NULL
"Full-time","2","105700.000000000000",NULL
"Full-time","27","105650.000000000000",NULL
"Full-time","1","105630.500000000000",NULL
"Full-time","1","105600.000000000000",NULL
"Full-time","2","105550.000000000000",NULL
"Full-time","9","105515.000000000000",NULL
"Full-time","3","105500.000000000000",NULL
"Full-time","2","105475.000000000000",NULL
"Part-time","1","105475.000000000000",NULL
"Full-time","1","105375.000000000000",NULL
"Full-time","2","105306.000000000000",NULL
"Full-time","21","105300.000000000000",NULL
"Full-time","1","105282.000000000000",NULL
"Full-time","1","105250.000000000000",NULL
"Full-time","1","105208.500000000000",NULL
"Full-time","4","105151.500000000000",NULL
"Full-time","1","105150.000000000000",NULL
"Full-time","1","105138.000000000000",NULL
"Full-time","1","105130.000000000000",NULL
"Full-time","1","105120.000000000000",NULL
"Full-time","1","105075.500000000000",NULL
"Full-time","1","105050.000000000000",NULL
"Full-time","1","105000.625000000000",NULL
"Contractor","7","105000.000000000000",NULL
"Full-time","240","105000.000000000000",NULL
"Full-time and Contractor","2","105000.000000000000",NULL
"Full-time","2","104903.000000000000",NULL
"Full-time","1","104900.000000000000",NULL
"Full-time","1","104893.500000000000",NULL
"Full-time","1","104830.000000000000",NULL
"Full-time","1","104770.000000000000",NULL
"Full-time","3","104750.000000000000",NULL
"Full-time","1","104688.140625000000",NULL
"Full-time","8","104668.000000000000",NULL
"Full-time","5","104550.000000000000",NULL
"Full-time","5","104500.000000000000",NULL
"Full-time","1","104440.000000000000",NULL
"Full-time","1","104411.929687500000",NULL
"Full-time","1","104300.000000000000",NULL
"Full-time","2","104250.000000000000",NULL
"Full-time","1","104238.000000000000",NULL
"Full-time","1","104166.398437500000",NULL
"Full-time","1","104106.500000000000",NULL
"Full-time","5","104090.000000000000",NULL
"Full-time","1","104087.000000000000",NULL
"Full-time and Contractor","1","104000.000000000000",NULL
"Full-time","5","104000.000000000000",NULL
"Full-time","1","103842.500000000000",NULL
"Full-time","1","103829.078125000000",NULL
"Full-time","1","103781.000000000000",NULL
"Full-time","1","103719.000000000000",NULL
"Full-time","1","103700.000000000000",NULL
"Full-time","2","103600.000000000000",NULL
"Full-time","1","103550.000000000000",NULL
"Full-time","1","103529.000000000000",NULL
"Full-time","1","103510.000000000000",NULL
"Full-time","2","103504.343750000000",NULL
"Full-time","5","103500.000000000000",NULL
"Contractor","1","103500.000000000000",NULL
"Full-time","1","103477.000000000000",NULL
"Full-time","1","103472.000000000000",NULL
"Full-time","1","103392.500000000000",NULL
"Full-time","1","103369.671875000000",NULL
"Full-time","1","103350.000000000000",NULL
"Full-time","1","103330.000000000000",NULL
"Full-time","1","103328.531250000000",NULL
"Full-time","1","103200.000000000000",NULL
"Full-time","1","103188.000000000000",NULL
"Full-time","2","103128.000000000000",NULL
"Full-time","1","103127.500000000000",NULL
"Full-time","1","103049.500000000000",NULL
"Internship","1","103000.000000000000",NULL
"Full-time","13","103000.000000000000",NULL
"Full-time","1","102926.000000000000",NULL
"Full-time","1","102905.500000000000",NULL
"Full-time","1","102860.671875000000",NULL
"Full-time","3","102800.000000000000",NULL
"Full-time","1","102754.500000000000",NULL
"Full-time","114","102500.000000000000",NULL
"Full-time and Part-time","1","102500.000000000000",NULL
"Full-time and Contractor","1","102500.000000000000",NULL
"Contractor","1","102500.000000000000",NULL
"Full-time","1","102482.000000000000",NULL
"Full-time","1","102450.000000000000",NULL
"Full-time","1","102425.000000000000",NULL
"Full-time","2","102400.000000000000",NULL
"Full-time","2","102267.000000000000",NULL
"Full-time","1","102250.000000000000",NULL
"Full-time","1","102241.234375000000",NULL
"Full-time","2","102200.000000000000",NULL
"Full-time","2","102150.000000000000",NULL
"Full-time","1","102096.703125000000",NULL
"Full-time","1","102096.000000000000",NULL
"Full-time","1","102079.898437500000",NULL
"Full-time","1","102065.000000000000",NULL
"Full-time","1","102035.500000000000",NULL
"Full-time","1","102030.000000000000",NULL
"Contractor","1","102000.000000000000",NULL
"Full-time","16","102000.000000000000",NULL
"Full-time","2","101950.000000000000",NULL
"Full-time","1","101873.500000000000",NULL
"Internship","1","101840.000000000000",NULL
"Full-time","2","101821.500000000000",NULL
"Full-time","1","101808.000000000000",NULL
"Full-time","1","101804.500000000000",NULL
"Full-time","1","101768.000000000000",NULL
"Full-time","1","101750.000000000000",NULL
"Full-time","1","101737.000000000000",NULL
NULL,"1","101603.000000000000",NULL
"Full-time","1","101550.000000000000",NULL
"Full-time","2","101540.000000000000",NULL
"Full-time","9","101500.000000000000",NULL
"Full-time","1","101462.000000000000",NULL
"Full-time","1","101421.000000000000",NULL
"Full-time","1","101349.500000000000",NULL
"Full-time","1","101348.000000000000",NULL
"Part-time","1","101279.000000000000",NULL
"Full-time","1","101270.000000000000",NULL
"Full-time","1","101260.000000000000",NULL
"Full-time","2","101250.000000000000",NULL
"Full-time","1","101140.953125000000",NULL
"Full-time","2","101116.000000000000",NULL
"Full-time","1","101100.000000000000",NULL
"Full-time","1","101034.000000000000",NULL
"Contractor","2","101029.000000000000",NULL
"Full-time","22","101029.000000000000",NULL
"Full-time","13","101014.000000000000",NULL
"Full-time","1","101001.500000000000",NULL
"Full-time","11","101000.000000000000",NULL
"Full-time","3","100900.000000000000",NULL
"Full-time","1","100822.187500000000",NULL
"Full-time","2","100783.000000000000",NULL
"Full-time","1","100774.500000000000",NULL
"Full-time","1","100750.000000000000",NULL
"Full-time","1","100740.000000000000",NULL
"Full-time","1","100728.578125000000",NULL
"Full-time","2","100703.000000000000",NULL
"Full-time","5","100700.000000000000",NULL
"Full-time","1","100696.812500000000",NULL
"Full-time","2","100694.000000000000",NULL
"Full-time","1","100547.203125000000",NULL
"Full-time","2","100525.500000000000",NULL
"Part-time","2","100500.000000000000",NULL
"Full-time","66","100500.000000000000",NULL
"Part-time","1","100450.000000000000",NULL
"Full-time","1","100430.000000000000",NULL
"Full-time","1","100420.250000000000",NULL
"Full-time","11","100400.000000000000",NULL
"Full-time","1","100379.765625000000",NULL
"Full-time","1","100363.625000000000",NULL
"Full-time","1","100300.000000000000",NULL
"Full-time","2","100250.000000000000",NULL
"Full-time","1","100200.000000000000",NULL
"Contractor","1","100200.000000000000",NULL
"Full-time","1","100182.500000000000",NULL
"Full-time","2","100110.000000000000",NULL
"Full-time","1","100051.000000000000",NULL
"Full-time","1","100025.000000000000",NULL
"Full-time","1","100000.500000000000",NULL
"Full-time and Temp work","1","100000.500000000000",NULL
"Full-time and Part-time","14","100000.000000000000",NULL
"Temp work","2","100000.000000000000",NULL
"Part-time","2","100000.000000000000",NULL
"Full-time and Temp work","1","100000.000000000000",NULL
"Full-time and Contractor","1","100000.000000000000",NULL
"Full-time","401","100000.000000000000",NULL
"Contractor","12","100000.000000000000",NULL
"Full-time","1","99955.000000000000",NULL
"Full-time","1","99915.000000000000",NULL
"Full-time","1","99900.000000000000",NULL
"Full-time","3","99876.273437500000",NULL
"Full-time","1","99800.000000000000",NULL
"Full-time","1","99790.000000000000",NULL
"Full-time and Part-time","4","99764.000000000000",NULL
"Full-time","1","99764.000000000000",NULL
"Full-time","1","99762.000000000000",NULL
"Full-time","1","99750.000000000000",NULL
"Full-time","1","99746.906250000000",NULL
"Full-time","2","99714.000000000000",NULL
"Full-time","1","99705.000000000000",NULL
"Full-time and Part-time","1","99500.000000000000",NULL
"Full-time","11","99500.000000000000",NULL
"Full-time","1","99486.000000000000",NULL
"Full-time","1","99446.000000000000",NULL
"Full-time and Part-time","1","99400.000000000000",NULL
"Full-time and Part-time","1","99358.000000000000",NULL
"Full-time","1","99358.000000000000",NULL
"Full-time","1","99350.000000000000",NULL
"Contractor","1","99311.828125000000",NULL
"Full-time","1","99300.000000000000",NULL
"Full-time","1","99288.140625000000",NULL
"Full-time","2","99280.000000000000",NULL
"Full-time","3","99250.000000000000",NULL
"Full-time and Part-time","1","99237.000000000000",NULL
"Full-time","1","99223.500000000000",NULL
"Full-time","1","99179.500000000000",NULL
"Full-time","1","99163.000000000000",NULL
"Full-time","125","99150.000000000000",NULL
"Full-time and Part-time","1","99150.000000000000",NULL
"Contractor","1","99150.000000000000",NULL
"Full-time","1","99080.000000000000",NULL
"Full-time","1","99049.484375000000",NULL
"Full-time","1","99032.718750000000",NULL
"Full-time","23","99000.000000000000",NULL
"Full-time","1","98950.000000000000",NULL
"Full-time","1","98910.078125000000",NULL
"Full-time","2","98901.500000000000",NULL
"Full-time","1","98900.000000000000",NULL
"Full-time","1","98880.000000000000",NULL
"Full-time","1","98862.000000000000",NULL
"Full-time","1","98856.000000000000",NULL
"Full-time","2","98850.000000000000",NULL
"Full-time","8","98800.000000000000",NULL
"Full-time","1","98750.000000000000",NULL
"Full-time","1","98719.000000000000",NULL
"Full-time","1","98650.000000000000",NULL
"Full-time","1","98529.578125000000",NULL
"Full-time","2","98522.500000000000",NULL
"Full-time","56","98500.000000000000",NULL
"Contractor","1","98500.000000000000",NULL
"Full-time","10","98496.000000000000",NULL
"Full-time and Part-time","4","98496.000000000000",NULL
"Full-time","1","98450.000000000000",NULL
"Full-time","1","98445.000000000000",NULL
"Full-time","1","98400.000000000000",NULL
"Full-time","1","98361.750000000000",NULL
"Full-time, Part-time, and Internship","1","98325.000000000000",NULL
"Full-time","14","98301.500000000000",NULL
"Contractor","2","98283.000000000000",NULL
"Full-time","31","98283.000000000000",NULL
"Full-time","1","98275.500000000000",NULL
"Full-time","1","98250.000000000000",NULL
"Contractor","1","98178.312500000000",NULL
"Full-time","2","98172.000000000000",NULL
"Full-time","1","98125.000000000000",NULL
"Full-time","1","98038.000000000000",NULL
"Full-time","11","98000.000000000000",NULL
"Full-time","2","97930.000000000000",NULL
"Full-time","1","97925.000000000000",NULL
"Full-time","3","97800.000000000000",NULL
"Full-time","1","97775.000000000000",NULL
"Full-time","1","97750.000000000000",NULL
"Full-time","1","97739.000000000000",NULL
"Full-time","1","97735.500000000000",NULL
"Full-time","1","97600.000000000000",NULL
"Full-time","1","97537.523437500000",NULL
"Full-time","1","97517.500000000000",NULL
"Full-time","74","97500.000000000000",NULL
"Full-time and Contractor","1","97500.000000000000",NULL
"Contractor","1","97500.000000000000",NULL
"Full-time","49","97444.000000000000",NULL
"Contractor","2","97444.000000000000",NULL
"Full-time","1","97427.500000000000",NULL
"Full-time","2","97400.000000000000",NULL
"Full-time","1","97375.000000000000",NULL
"Full-time","1","97363.000000000000",NULL
"Full-time","3","97336.000000000000",NULL
"Full-time","1","97314.500000000000",NULL
"Contractor","1","97281.000000000000",NULL
"Full-time","1","97277.492187500000",NULL
"Full-time","2","97227.000000000000",NULL
"Full-time","1","97216.000000000000",NULL
"Full-time","1","97200.000000000000",NULL
"Full-time","1","97151.000000000000",NULL
"Full-time","3","97086.500000000000",NULL
"Full-time","1","97070.500000000000",NULL
"Part-time","2","97000.000000000000",NULL
"Full-time","12","97000.000000000000",NULL
"Full-time","2","96928.000000000000",NULL
"Full-time","1","96850.000000000000",NULL
"Full-time","135","96773.000000000000",NULL
"Contractor","4","96773.000000000000",NULL
"Full-time","9","96760.500000000000",NULL
"Full-time","7","96725.000000000000",NULL
"Full-time","2","96550.000000000000",NULL
"Full-time","2","96545.000000000000",NULL
"Full-time","21","96500.000000000000",NULL
"Full-time","1","96400.000000000000",NULL
"Full-time","1","96300.000000000000",NULL
"Full-time","1","96230.500000000000",NULL
"Full-time","1","96138.000000000000",NULL
"Full-time","1","96103.000000000000",NULL
"Contractor","1","96056.164062500000",NULL
"Full-time","10","96000.000000000000",NULL
"Full-time","1","95981.000000000000",NULL
"Full-time","3","95900.000000000000",NULL
"Full-time","1","95850.000000000000",NULL
"Full-time","1","95847.500000000000",NULL
"Full-time","1","95750.000000000000",NULL
"Full-time and Part-time","5","95700.000000000000",NULL
"Internship","1","95700.000000000000",NULL
"Full-time","10","95700.000000000000",NULL
"Full-time","3","95680.000000000000",NULL
"Full-time and Part-time","2","95650.000000000000",NULL
"Full-time","9","95650.000000000000",NULL
"Full-time","7","95640.000000000000",NULL
"Full-time","2","95592.000000000000",NULL
"Full-time","1","95553.375000000000",NULL
"Full-time","1","95550.000000000000",NULL
"Full-time","8","95500.000000000000",NULL
"Full-time","1","95400.000000000000",NULL
"Full-time","1","95376.671875000000",NULL
"Full-time","1","95329.000000000000",NULL
"Full-time","1","95326.000000000000",NULL
"Full-time","1","95312.000000000000",NULL
"Full-time","1","95303.500000000000",NULL
"Full-time","1","95298.500000000000",NULL
"Full-time","2","95274.968750000000",NULL
"Full-time","2","95274.000000000000",NULL
"Full-time","1","95260.000000000000",NULL
"Full-time and Part-time","1","95218.109375000000",NULL
"Full-time","3","95200.000000000000",NULL
"Full-time","4","95150.000000000000",NULL
"Full-time","1","95100.000000000000",NULL
"Full-time","6","95005.000000000000",NULL
"Full-time and Contractor","1","95000.000000000000",NULL
NULL,"1","95000.000000000000",NULL
"Contractor","4","95000.000000000000",NULL
"Temp work","1","95000.000000000000",NULL
"Full-time","186","95000.000000000000",NULL
"Full-time","1","94871.500000000000",NULL
"Full-time","1","94837.500000000000",NULL
"Full-time","2","94750.000000000000",NULL
"Full-time","1","94710.000000000000",NULL
"Full-time","1","94700.000000000000",NULL
"Full-time","1","94598.500000000000",NULL
"Part-time","1","94598.500000000000",NULL
"Full-time","1","94556.796875000000",NULL
"Full-time","1","94549.500000000000",NULL
"Full-time","8","94500.000000000000",NULL
"Full-time","1","94473.500000000000",NULL
"Full-time","1","94450.000000000000",NULL
"Full-time","4","94400.000000000000",NULL
"Full-time","2","94367.000000000000",NULL
"Full-time","1","94366.750000000000",NULL
"Full-time","1","94366.500000000000",NULL
"Full-time","1","94342.500000000000",NULL
"Full-time","1","94300.000000000000",NULL
"Full-time","9","94199.000000000000",NULL
"Full-time","1","94157.000000000000",NULL
"Full-time","2","94150.000000000000",NULL
"Full-time","1","94111.000000000000",NULL
"Full-time","1","94068.500000000000",NULL
"Full-time","2","94034.500000000000",NULL
"Full-time","1","94001.000000000000",NULL
"Full-time","8","94000.000000000000",NULL
"Contractor","1","94000.000000000000",NULL
"Contractor","1","93950.000000000000",NULL
"Full-time","1","93950.000000000000",NULL
"Full-time","1","93943.203125000000",NULL
"Full-time","1","93928.500000000000",NULL
NULL,"1","93854.000000000000",NULL
"Full-time","1","93712.500000000000",NULL
"Full-time","3","93700.000000000000",NULL
"Full-time","2","93670.000000000000",NULL
"Full-time","1","93661.500000000000",NULL
"Full-time","1","93617.000000000000",NULL
"Full-time","23","93600.000000000000",NULL
"Full-time","1","93550.000000000000",NULL
"Full-time","6","93500.000000000000",NULL
"Full-time","1","93455.500000000000",NULL
"Full-time","2","93450.000000000000",NULL
"Full-time","1","93438.000000000000",NULL
"Full-time and Part-time","1","93425.000000000000",NULL
"Full-time","3","93411.000000000000",NULL
"Full-time","1","93223.000000000000",NULL
"Full-time","1","93171.000000000000",NULL
"Full-time","1","93100.000000000000",NULL
"Full-time","1","93070.000000000000",NULL
"Full-time","1","93049.500000000000",NULL
"Full-time","1","93045.000000000000",NULL
"Full-time","3","93027.000000000000",NULL
"Full-time","1","93020.000000000000",NULL
"Full-time","10","93000.000000000000",NULL
NULL,"1","92924.000000000000",NULL
"Full-time","1","92915.500000000000",NULL
"Contractor","1","92850.000000000000",NULL
"Full-time","1","92750.000000000000",NULL
"Full-time","1","92671.250000000000",NULL
"Full-time","1","92659.500000000000",NULL
"Full-time","1","92650.000000000000",NULL
"Full-time","8","92550.000000000000",NULL
"Full-time","1","92539.000000000000",NULL
"Full-time","10","92527.500000000000",NULL
"Full-time and Part-time","1","92500.000000000000",NULL
"Contractor","3","92500.000000000000",NULL
