"job_schedule_type","job_count","avg_yearly_salary","avg_hourly_salary"
"Full-time","1","153992.500000000000",NULL
"Full-time","1","153920.500000000000",NULL
"Full-time","1","153695.500000000000",NULL
"Full-time","12","153500.000000000000",NULL
"Contractor","1","153500.000000000000",NULL
"Full-time","1","153450.000000000000",NULL
"Full-time","1","153286.000000000000",NULL
"Full-time","1","153113.000000000000",NULL
"Full-time","3","153034.000000000000",NULL
"Full-time","1","153007.500000000000",NULL
"Full-time","5","153000.000000000000",NULL
"Full-time and Part-time","1","153000.000000000000",NULL
"Full-time","2","152700.000000000000",NULL
"Full-time","1","152669.000000000000",NULL
"Full-time and Part-time","10","152650.000000000000",NULL
"Full-time","19","152650.000000000000",NULL
"Full-time","5","152625.000000000000",NULL
"Full-time","1","152580.000000000000",NULL
"Full-time","55","152500.000000000000",NULL
"Full-time and Contractor","1","152500.000000000000",NULL
"Full-time","4","152433.500000000000",NULL
"Full-time and Part-time","6","152221.500000000000",NULL
"Full-time","10","152221.500000000000",NULL
"Full-time, Part-time, and Internship","1","152221.500000000000",NULL
"Part-time","1","152221.500000000000",NULL
"Full-time","7","152174.500000000000",NULL
"Full-time and Part-time","2","152000.000000000000",NULL
"Full-time","18","152000.000000000000",NULL
"Full-time","20","151950.000000000000",NULL
"Full-time","5","151840.000000000000",NULL
"Full-time","4","151782.000000000000",NULL
"Full-time","3","151650.000000000000",NULL
"Full-time","1","151521.500000000000",NULL
"Full-time","18","151500.000000000000",NULL
"Full-time","1","151136.500000000000",NULL
"Full-time","20","151000.000000000000",NULL
"Full-time","1","150890.000000000000",NULL
"Full-time","1","150762.000000000000",NULL
"Full-time","1","150747.500000000000",NULL
"Full-time","1","150630.000000000000",NULL
"Full-time","1","150575.000000000000",NULL
"Full-time","1","150540.000000000000",NULL
"Full-time","7","150500.000000000000",NULL
"Full-time","1","150423.578125000000",NULL
"Full-time","1","150329.000000000000",NULL
"Full-time","1","150300.000000000000",NULL
"Full-time","1","150287.500000000000",NULL
"Contractor","4","150000.000000000000",NULL
"Full-time and Part-time","8","150000.000000000000",NULL
"Full-time","637","150000.000000000000",NULL
"Full-time","17","149946.500000000000",NULL
"Full-time","1","149874.000000000000",NULL
"Full-time","1","149750.000000000000",NULL
"Full-time","16","149653.000000000000",NULL
"Full-time","1","149637.500000000000",NULL
"Full-time","1","149602.000000000000",NULL
"Full-time","5","149508.500000000000",NULL
"Contractor","1","149500.000000000000",NULL
"Full-time","2","149500.000000000000",NULL
"Full-time","1","149354.000000000000",NULL
"Full-time","1","149292.000000000000",NULL
"Full-time","1","149287.500000000000",NULL
"Full-time","1","149275.000000000000",NULL
"Full-time and Part-time","1","149120.000000000000",NULL
"Full-time","1","149071.000000000000",NULL
"Full-time","1","149029.015625000000",NULL
"Full-time","6","149000.000000000000",NULL
"Contractor","1","149000.000000000000",NULL
"Full-time","3","148910.000000000000",NULL
"Full-time","1","148750.000000000000",NULL
"Full-time","1","148675.000000000000",NULL
"Full-time","1","148507.000000000000",NULL
"Full-time","9","148500.000000000000",NULL
"Full-time","1","148464.000000000000",NULL
"Full-time","1","148290.000000000000",NULL
"Full-time","3","148238.500000000000",NULL
"Full-time","1","148138.500000000000",NULL
"Full-time","1","148040.000000000000",NULL
"Full-time","16","148000.000000000000",NULL
"Full-time","1","147956.968750000000",NULL
"Full-time","1","147840.500000000000",NULL
"Full-time","2","147787.500000000000",NULL
"Full-time","1","147730.593750000000",NULL
"Full-time","1","147525.000000000000",NULL
"Full-time","632","147500.000000000000",NULL
"Full-time and Part-time","1","147500.000000000000",NULL
"Contractor","8","147500.000000000000",NULL
"Full-time","1","147285.000000000000",NULL
"Full-time","1","147090.500000000000",NULL
"Full-time","6","147000.000000000000",NULL
"Full-time and Part-time","3","147000.000000000000",NULL
"Full-time","1","146897.000000000000",NULL
"Full-time","1","146671.500000000000",NULL
"Full-time","1","146620.000000000000",NULL
"Full-time","19","146500.000000000000",NULL
"Full-time and Part-time","1","146384.500000000000",NULL
"Full-time","1","146384.500000000000",NULL
"Full-time","3","146383.000000000000",NULL
"Full-time","1","146380.000000000000",NULL
"Full-time","2","146361.000000000000",NULL
"Full-time","1","146255.203125000000",NULL
"Full-time","1","146126.000000000000",NULL
"Full-time","6","146100.000000000000",NULL
"Full-time","29","146000.000000000000",NULL
"Full-time and Part-time","1","146000.000000000000",NULL
"Contractor","1","145900.593750000000",NULL
"Full-time","1","145888.500000000000",NULL
"Full-time","1","145877.500000000000",NULL
"Full-time","1","145570.000000000000",NULL
"Full-time","1","145556.500000000000",NULL
"Full-time","1","145513.453125000000",NULL
"Full-time","28","145500.000000000000",NULL
"Full-time","1","145476.000000000000",NULL
"Full-time","1","145289.000000000000",NULL
"Full-time","1","145257.000000000000",NULL
"Full-time","1","145250.000000000000",NULL
"Full-time","1","145188.000000000000",NULL
"Contractor","6","145000.000000000000",NULL
"Full-time","200","145000.000000000000",NULL
"Full-time and Part-time","5","145000.000000000000",NULL
"Full-time","1","144880.500000000000",NULL
"Full-time","1","144850.000000000000",NULL
"Full-time","1","144825.000000000000",NULL
"Full-time","1","144820.000000000000",NULL
"Full-time","1","144540.000000000000",NULL
"Full-time","8","144500.000000000000",NULL
"Full-time","6","144481.500000000000",NULL
"Full-time","1","144435.234375000000",NULL
"Full-time","1","144411.000000000000",NULL
"Full-time","2","144234.000000000000",NULL
"Full-time","6","144000.000000000000",NULL
"Full-time","1","143877.000000000000",NULL
"Full-time","1","143800.000000000000",NULL
"Full-time","1","143503.000000000000",NULL
"Full-time","10","143500.000000000000",NULL
"Full-time and Part-time","1","143310.593750000000",NULL
"Full-time","1","143304.000000000000",NULL
"Full-time","18","143000.000000000000",NULL
"Full-time","1","142809.000000000000",NULL
"Full-time","1","142550.000000000000",NULL
"Full-time","1","142501.000000000000",NULL
"Full-time and Part-time","1","142500.000000000000",NULL
"Full-time","48","142500.000000000000",NULL
"Contractor","2","142500.000000000000",NULL
"Full-time","1","142430.000000000000",NULL
"Full-time","1","142428.000000000000",NULL
"Full-time","1","142397.000000000000",NULL
"Full-time","1","142225.000000000000",NULL
"Full-time","2","142200.000000000000",NULL
"Full-time","1","142088.500000000000",NULL
"Full-time","1","142052.000000000000",NULL
"Full-time","4","142045.000000000000",NULL
"Full-time and Part-time","4","142045.000000000000",NULL
"Full-time","1","142025.000000000000",NULL
"Full-time","6","142000.000000000000",NULL
"Full-time and Part-time","2","141951.500000000000",NULL
"Full-time","1","141925.000000000000",NULL
"Full-time","1","141558.500000000000",NULL
"Full-time and Part-time","1","141558.500000000000",NULL
"Full-time","1","141511.000000000000",NULL
"Full-time","9","141500.000000000000",NULL
"Full-time","1","141420.000000000000",NULL
"Full-time","2","141400.000000000000",NULL
"Full-time","1","141341.500000000000",NULL
"Full-time","1","141303.000000000000",NULL
"Full-time","1","141241.000000000000",NULL
"Full-time","1","141235.000000000000",NULL
"Full-time","18","141000.000000000000",NULL
"Contractor","1","141000.000000000000",NULL
"Full-time","6","140998.000000000000",NULL
"Full-time and Part-time","1","140904.500000000000",NULL
"Full-time","2","140904.500000000000",NULL
"Full-time and Part-time","4","140882.500000000000",NULL
"Full-time","2","140875.000000000000",NULL
"Full-time","1","140629.203125000000",NULL
"Full-time and Part-time","1","140500.000000000000",NULL
"Full-time","11","140500.000000000000",NULL
"Full-time","1","140452.000000000000",NULL
"Full-time","1","140359.000000000000",NULL
"Full-time","1","140350.000000000000",NULL
"Full-time","1","140250.500000000000",NULL
"Full-time","1","140152.500000000000",NULL
"Full-time","1","140122.000000000000",NULL
"Full-time","9","140062.500000000000",NULL
"Full-time","1","140010.000000000000",NULL
"Full-time","317","140000.000000000000",NULL
"Contractor","7","140000.000000000000",NULL
"Full-time","1","139964.000000000000",NULL
"Full-time","1","139900.000000000000",NULL
"Full-time","3","139860.000000000000",NULL
"Full-time","1","139815.984375000000",NULL
"Full-time","2","139539.500000000000",NULL
"Full-time, Part-time, and Temp work","1","139526.000000000000",NULL
"Full-time","6","139500.000000000000",NULL
"Full-time","1","139412.500000000000",NULL
"Full-time","1","139395.000000000000",NULL
"Full-time","1","139322.000000000000",NULL
"Full-time","1","139246.500000000000",NULL
"Contractor","1","139216.000000000000",NULL
"Full-time","12","139216.000000000000",NULL
"Internship and Full-time","1","139000.000000000000",NULL
"Contractor","1","139000.000000000000",NULL
"Full-time and Part-time","1","139000.000000000000",NULL
"Full-time","10","139000.000000000000",NULL
"Full-time","2","138937.500000000000",NULL
"Full-time","1","138775.000000000000",NULL
"Full-time","3","138750.000000000000",NULL
"Full-time","8","138640.000000000000",NULL
"Full-time","8","138615.000000000000",NULL
"Full-time","1","138594.000000000000",NULL
"Full-time","4","138516.000000000000",NULL
"Full-time","15","138500.000000000000",NULL
"Full-time","1","138450.000000000000",NULL
"Full-time","1","138328.000000000000",NULL
"Full-time","12","138200.000000000000",NULL
"Part-time","1","138200.000000000000",NULL
"Full-time","1","138100.000000000000",NULL
"Full-time","13","138000.000000000000",NULL
"Full-time","1","137875.000000000000",NULL
"Full-time","4","137825.000000000000",NULL
"Full-time","1","137650.000000000000",NULL
"Full-time","14","137610.000000000000",NULL
"Contractor","1","137536.312500000000",NULL
"Full-time","1","137533.703125000000",NULL
"Full-time","1","137532.281250000000",NULL
"Full-time","103","137500.000000000000",NULL
"Contractor","9","137500.000000000000",NULL
"Full-time","1","137491.125000000000",NULL
"Full-time","1","137458.000000000000",NULL
"Full-time","1","137438.000000000000",NULL
"Full-time","1","137388.500000000000",NULL
"Full-time","1","137320.312500000000",NULL
"Full-time","1","137295.000000000000",NULL
"Full-time","1","137290.484375000000",NULL
"Full-time","2","137280.000000000000",NULL
"Full-time","2","137150.000000000000",NULL
"Full-time","1","137142.000000000000",NULL
"Full-time","1","137112.500000000000",NULL
"Full-time","1","137110.000000000000",NULL
"Full-time","15","137000.000000000000",NULL
"Full-time","1","136980.000000000000",NULL
"Full-time","1","136950.000000000000",NULL
"Full-time","6","136875.000000000000",NULL
"Full-time","1","136849.000000000000",NULL
"Full-time","2","136793.000000000000",NULL
"Full-time","1","136735.000000000000",NULL
"Full-time","1","136656.000000000000",NULL
"Full-time","11","136500.000000000000",NULL
"Full-time and Internship","1","136500.000000000000",NULL
"Full-time","14","136400.000000000000",NULL
"Full-time","1","136384.500000000000",NULL
"Full-time","1","136369.500000000000",NULL
"Full-time","1","136323.000000000000",NULL
"Full-time","1","136250.000000000000",NULL
"Full-time","1","136125.000000000000",NULL
"Full-time","1","136100.000000000000",NULL
"Full-time","22","136000.000000000000",NULL
"Full-time","1","135938.500000000000",NULL
"Full-time","1","135930.500000000000",NULL
"Full-time","2","135720.000000000000",NULL
"Full-time","1","135650.500000000000",NULL
"Full-time","3","135600.000000000000",NULL
"Full-time","1","135519.796875000000",NULL
"Full-time","10","135519.000000000000",NULL
"Full-time","12","135500.000000000000",NULL
"Full-time and Part-time","1","135500.000000000000",NULL
"Full-time","1","135419.718750000000",NULL
"Full-time","1","135359.343750000000",NULL
"Full-time","1","135356.000000000000",NULL
"Full-time","1","135233.343750000000",NULL
"Full-time","1","135180.000000000000",NULL
"Full-time and Part-time","14","135144.500000000000",NULL
"Full-time","1","135125.000000000000",NULL
"Full-time and Contractor","3","135000.000000000000",NULL
"Full-time and Part-time","1","135000.000000000000",NULL
"Contractor","11","135000.000000000000",NULL
"Full-time","249","135000.000000000000",NULL
"Full-time","1","134995.000000000000",NULL
"Full-time","1","134984.000000000000",NULL
"Full-time","1","134840.000000000000",NULL
"Full-time","2","134775.000000000000",NULL
"Full-time","1","134749.000000000000",NULL
"Full-time","1","134550.000000000000",NULL
"Full-time","1","134500.000000000000",NULL
"Full-time","1","134437.500000000000",NULL
"Full-time","1","134415.000000000000",NULL
"Full-time","1","134300.000000000000",NULL
"Full-time","29","134241.000000000000",NULL
"Contractor","2","134241.000000000000",NULL
"Full-time","1","134132.500000000000",NULL
"Full-time","1","134040.000000000000",NULL
"Full-time","19","134000.000000000000",NULL
"Full-time","3","133900.000000000000",NULL
"Full-time and Part-time","1","133850.500000000000",NULL
"Full-time","4","133850.500000000000",NULL
"Full-time","1","133600.000000000000",NULL
"Full-time","24","133500.000000000000",NULL
"Full-time","1","133468.000000000000",NULL
"Full-time","1","133400.000000000000",NULL
"Full-time","4","133340.000000000000",NULL
"Full-time","3","133285.000000000000",NULL
"Full-time","2","133250.000000000000",NULL
"Full-time","2","133141.500000000000",NULL
"Part-time","1","133137.000000000000",NULL
"Part-time","1","133000.000000000000",NULL
"Full-time and Part-time","1","133000.000000000000",NULL
"Full-time","38","133000.000000000000",NULL
"Full-time","1","132950.000000000000",NULL
"Full-time","1","132925.500000000000",NULL
"Full-time","1","132900.000000000000",NULL
"Full-time and Part-time","1","132884.000000000000",NULL
"Full-time","1","132884.000000000000",NULL
"Full-time","1","132798.781250000000",NULL
"Full-time","1","132662.000000000000",NULL
"Full-time","2","132650.000000000000",NULL
"Full-time","1","132612.000000000000",NULL
"Full-time","101","132500.000000000000",NULL
"Contractor","2","132500.000000000000",NULL
"Full-time","1","132410.000000000000",NULL
"Full-time and Part-time","1","132368.000000000000",NULL
"Full-time","22","132368.000000000000",NULL
"Full-time","3","132367.000000000000",NULL
"Full-time","3","132315.000000000000",NULL
"Full-time","1","132166.000000000000",NULL
"Full-time","2","132150.000000000000",NULL
"Full-time","1","132128.187500000000",NULL
"Full-time","1","132121.687500000000",NULL
"Full-time","1","132080.000000000000",NULL
"Full-time","5","132000.000000000000",NULL
"Full-time","1","131971.000000000000",NULL
"Full-time","10","131900.000000000000",NULL
"Full-time","2","131890.000000000000",NULL
"Full-time","9","131867.000000000000",NULL
"Full-time","1","131750.000000000000",NULL
"Full-time","1","131650.000000000000",NULL
"Full-time","1","131635.000000000000",NULL
"Full-time","1","131610.000000000000",NULL
"Full-time","1","131600.000000000000",NULL
"Full-time","21","131580.000000000000",NULL
"Contractor","1","131580.000000000000",NULL
"Full-time","12","131560.000000000000",NULL
"Full-time","1","131550.000000000000",NULL
"Full-time","2","131513.000000000000",NULL
"Full-time","2","131500.000000000000",NULL
"Full-time","1","131475.500000000000",NULL
"Full-time","1","131456.750000000000",NULL
"Full-time","2","131300.000000000000",NULL
"Full-time","5","131193.000000000000",NULL
"Full-time","2","131100.000000000000",NULL
"Full-time","1","131085.000000000000",NULL
"Full-time","16","131000.000000000000",NULL
"Full-time and Part-time","2","131000.000000000000",NULL
"Full-time","1","130800.000000000000",NULL
"Full-time","1","130750.000000000000",NULL
"Full-time","1","130700.000000000000",NULL
"Full-time","15","130500.000000000000",NULL
"Full-time","1","130449.500000000000",NULL
"Full-time","3","130400.000000000000",NULL
"Full-time","1","130316.000000000000",NULL
"Part-time","1","130300.000000000000",NULL
"Full-time","1","130300.000000000000",NULL
"Full-time","3","130250.000000000000",NULL
"Full-time and Contractor","1","130247.375000000000",NULL
"Full-time","1","130133.578125000000",NULL
"Full-time","1","130103.500000000000",NULL
"Full-time","2","130098.500000000000",NULL
"Full-time, Part-time, and Internship","1","130050.000000000000",NULL
"Part-time","1","130000.000000000000",NULL
"Contractor","10","130000.000000000000",NULL
"Full-time","229","130000.000000000000",NULL
"Full-time and Contractor","1","130000.000000000000",NULL
"Full-time","1","129982.000000000000",NULL
"Full-time","1","129934.078125000000",NULL
"Full-time","1","129875.000000000000",NULL
"Full-time","1","129833.000000000000",NULL
"Full-time","1","129750.000000000000",NULL
"Full-time","1","129700.000000000000",NULL
"Full-time","1","129688.000000000000",NULL
"Full-time","1","129671.000000000000",NULL
"Full-time","1","129588.531250000000",NULL
"Full-time","1","129503.500000000000",NULL
"Internship","1","129500.000000000000",NULL
"Contractor","1","129500.000000000000",NULL
"Full-time","10","129500.000000000000",NULL
"Full-time","2","129480.000000000000",NULL
"Full-time","1","129478.500000000000",NULL
"Full-time","2","129465.000000000000",NULL
"Full-time","1","129373.000000000000",NULL
"Full-time","1","129326.000000000000",NULL
"Full-time","1","129188.796875000000",NULL
"Full-time","1","129050.000000000000",NULL
"Internship","1","129000.000000000000",NULL
"Full-time","8","129000.000000000000",NULL
"Full-time","1","128909.125000000000",NULL
"Full-time","1","128832.984375000000",NULL
"Contractor and Temp work","1","128829.625000000000",NULL
"Full-time","14","128816.000000000000",NULL
"Full-time and Part-time","3","128816.000000000000",NULL
"Full-time","5","128682.000000000000",NULL
"Full-time","1","128625.000000000000",NULL
"Full-time","9","128500.000000000000",NULL
"Full-time","4","128464.000000000000",NULL
"Full-time","1","128453.500000000000",NULL
"Full-time","1","128452.500000000000",NULL
"Full-time","1","128419.500000000000",NULL
"Full-time","1","128414.031250000000",NULL
"Full-time","1","128356.000000000000",NULL
"Full-time and Part-time","1","128349.500000000000",NULL
"Full-time","1","128317.367187500000",NULL
"Full-time","1","128295.062500000000",NULL
"Full-time","1","128200.000000000000",NULL
"Full-time","1","128195.000000000000",NULL
"Full-time","9","128050.000000000000",NULL
"Full-time","10","128000.000000000000",NULL
"Full-time","2","127900.000000000000",NULL
"Full-time","1","127794.500000000000",NULL
"Full-time","1","127750.000000000000",NULL
"Full-time","1","127550.000000000000",NULL
"Contractor","1","127503.695312500000",NULL
"Contractor","4","127500.000000000000",NULL
"Full-time","75","127500.000000000000",NULL
"Full-time","2","127484.203125000000",NULL
"Full-time","1","127390.000000000000",NULL
"Full-time","1","127256.062500000000",NULL
"Full-time","1","127125.000000000000",NULL
"Full-time","2","127100.000000000000",NULL
"Full-time","1","127004.000000000000",NULL
"Full-time","15","127000.000000000000",NULL
"Full-time","1","126850.000000000000",NULL
"Full-time","1","126825.000000000000",NULL
"Full-time","1","126815.000000000000",NULL
"Full-time","2","126801.500000000000",NULL
"Full-time and Part-time","2","126801.500000000000",NULL
"Part-time","1","126765.000000000000",NULL
"Full-time","2","126650.000000000000",NULL
"Full-time","3","126550.000000000000",NULL
"Full-time","1","126540.000000000000",NULL
"Full-time","1","126519.500000000000",NULL
"Full-time","1","126504.500000000000",NULL
"Full-time","1","126500.000000000000",NULL
"Full-time","2","126452.000000000000",NULL
"Full-time","1","126352.500000000000",NULL
"Full-time","1","126339.500000000000",NULL
"Full-time","1","126300.000000000000",NULL
"Full-time","4","126268.000000000000",NULL
"Full-time","1","126250.000000000000",NULL
"Full-time","1","126100.000000000000",NULL
"Full-time","33","126000.000000000000",NULL
"Full-time","1","125931.000000000000",NULL
"Full-time","5","125930.000000000000",NULL
"Full-time","1","125853.000000000000",NULL
"Contractor","1","125814.000000000000",NULL
"Full-time","1","125785.000000000000",NULL
"Full-time","1","125690.867187500000",NULL
"Full-time","5","125654.500000000000",NULL
"Full-time","2","125593.000000000000",NULL
"Full-time","2","125557.500000000000",NULL
"Full-time","10","125540.000000000000",NULL
"Full-time and Contractor","1","125500.000000000000",NULL
"Full-time","11","125500.000000000000",NULL
"Full-time","1","125459.500000000000",NULL
"Part-time","1","125350.000000000000",NULL
"Full-time","1","125333.500000000000",NULL
"Full-time","1","125320.000000000000",NULL
"Full-time","1","125253.000000000000",NULL
"Full-time","3","125250.000000000000",NULL
"Full-time, Part-time, and Internship","1","125115.000000000000",NULL
"Full-time","1","125000.437500000000",NULL
"Part-time","1","125000.000000000000",NULL
"Internship","1","125000.000000000000",NULL
"Full-time","758","125000.000000000000",NULL
"Full-time and Contractor","1","125000.000000000000",NULL
"Contractor","14","125000.000000000000",NULL
"Full-time and Part-time","5","125000.000000000000",NULL
"Full-time","1","124900.000000000000",NULL
"Full-time","3","124875.000000000000",NULL
"Full-time","2","124640.000000000000",NULL
"Full-time","1","124638.406250000000",NULL
"Full-time","1","124538.171875000000",NULL
"Full-time","1","124505.000000000000",NULL
"Full-time","13","124500.000000000000",NULL
"Full-time","8","124497.000000000000",NULL
"Full-time","1","124444.000000000000",NULL
"Full-time","6","124400.000000000000",NULL
"Full-time","2","124350.000000000000",NULL
"Full-time","8","124250.000000000000",NULL
"Full-time","1","124216.000000000000",NULL
"Full-time","1","124200.000000000000",NULL
"Full-time","1","124180.000000000000",NULL
"Full-time","1","124179.000000000000",NULL
"Full-time","1","124087.000000000000",NULL
"Full-time","1","124050.000000000000",NULL
"Contractor","1","124000.000000000000",NULL
"Full-time","21","124000.000000000000",NULL
"Full-time","1","123983.500000000000",NULL
"Full-time","1","123848.500000000000",NULL
"Full-time","8","123750.000000000000",NULL
"Full-time","1","123692.500000000000",NULL
"Full-time","2","123600.000000000000",NULL
"Full-time","7","123500.000000000000",NULL
"Full-time","1","123450.000000000000",NULL
"Full-time","1","123437.000000000000",NULL
"Full-time and Part-time","1","123437.000000000000",NULL
"Full-time","3","123378.000000000000",NULL
"Full-time","1","123340.000000000000",NULL
"Full-time","1","123249.500000000000",NULL
"Full-time","1","123245.000000000000",NULL
"Full-time","2","123225.000000000000",NULL
"Full-time","1","123187.500000000000",NULL
"Full-time","1","123150.000000000000",NULL
"Full-time","1","123117.000000000000",NULL
"Full-time","2","123064.000000000000",NULL
"Full-time","1","123060.000000000000",NULL
"Full-time","1","123050.000000000000",NULL
"Full-time","14","123000.000000000000",NULL
"Full-time","1","122945.500000000000",NULL
"Full-time","1","122934.000000000000",NULL
"Full-time","3","122800.000000000000",NULL
"Full-time","1","122772.000000000000",NULL
"Full-time","1","122769.000000000000",NULL
"Full-time","1","122687.000000000000",NULL
"Full-time","5","122600.000000000000",NULL
"Full-time","1","122560.000000000000",NULL
"Full-time","2","122550.000000000000",NULL
"Full-time","2","122538.000000000000",NULL
"Contractor","5","122500.000000000000",NULL
"Full-time","93","122500.000000000000",NULL
"Full-time and Contractor","2","122500.000000000000",NULL
"Full-time","3","122470.500000000000",NULL
"Full-time and Part-time","1","122448.000000000000",NULL
"Full-time","1","122422.593750000000",NULL
"Full-time","1","122375.000000000000",NULL
"Full-time","4","122340.000000000000",NULL
"Full-time","1","122220.000000000000",NULL
"Full-time","1","122165.500000000000",NULL
"Full-time","15","122000.000000000000",NULL
"Full-time","1","121873.000000000000",NULL
"Full-time","2","121840.000000000000",NULL
"Full-time","1","121777.500000000000",NULL
"Full-time","2","121680.000000000000",NULL
"Full-time","2","121600.000000000000",NULL
"Full-time","2","121560.000000000000",NULL
"Full-time","1","121550.000000000000",NULL
"Full-time","12","121500.000000000000",NULL
"Full-time","3","121400.000000000000",NULL
"Full-time","1","121200.000000000000",NULL
"Full-time and Contractor","1","121194.546875000000",NULL
"Full-time","4","121162.500000000000",NULL
"Full-time","1","121115.000000000000",NULL
"Full-time","1","121065.000000000000",NULL
"Full-time","3","121064.000000000000",NULL
"Full-time","1","121025.000000000000",NULL
"Full-time","1","121010.500000000000",NULL
"Full-time","10","121000.000000000000",NULL
"Full-time","2","120900.000000000000",NULL
"Full-time","1","120828.000000000000",NULL
"Full-time","1","120739.000000000000",NULL
"Full-time","3","120710.000000000000",NULL
"Full-time","4","120631.000000000000",NULL
"Full-time","2","120624.000000000000",NULL
"Full-time","1","120592.500000000000",NULL
"Full-time","1","120576.500000000000",NULL
"Full-time","2","120564.000000000000",NULL
"Full-time","1","120531.000000000000",NULL
"Full-time","6","120500.000000000000",NULL
"Full-time","1","120464.000000000000",NULL
"Full-time","1","120450.000000000000",NULL
"Full-time","1","120390.000000000000",NULL
"Full-time","1","120367.000000000000",NULL
"Full-time","1","120307.000000000000",NULL
"Full-time","1","120259.000000000000",NULL
"Full-time","1","120233.187500000000",NULL
"Full-time and Part-time","1","120200.000000000000",NULL
"Full-time","1","120151.000000000000",NULL
"Full-time","1","120080.000000000000",NULL
"Full-time","3","120040.000000000000",NULL
"Full-time","4","120000.500000000000",NULL
"Full-time and Contractor","2","120000.000000000000",NULL
"Full-time","281","120000.000000000000",NULL
"Full-time and Temp work","1","120000.000000000000",NULL
"Contractor","3","120000.000000000000",NULL
"Full-time","2","119909.500000000000",NULL
"Full-time","4","119908.000000000000",NULL
"Full-time and Part-time","3","119908.000000000000",NULL
"Full-time","1","119900.000000000000",NULL
"Full-time","1","119875.000000000000",NULL
"Full-time","1","119792.500000000000",NULL
"Full-time","3","119608.500000000000",NULL
"Full-time","1","119600.000000000000",NULL
"Full-time","1","119569.500000000000",NULL
"Full-time","1","119562.500000000000",NULL
"Full-time","18","119550.000000000000",NULL
"Full-time and Part-time","14","119550.000000000000",NULL
"Full-time","1","119523.000000000000",NULL
"Contractor","1","119500.000000000000",NULL
"Full-time","11","119500.000000000000",NULL
"Full-time and Part-time","5","119500.000000000000",NULL
"Full-time","1","119475.000000000000",NULL
"Full-time","1","119459.500000000000",NULL
"Full-time","1","119435.000000000000",NULL
"Full-time","4","119400.000000000000",NULL
"Full-time","1","119328.500000000000",NULL
"Full-time","1","119300.000000000000",NULL
"Full-time","1","119290.000000000000",NULL
"Full-time","1","119282.000000000000",NULL
"Full-time","1","119268.000000000000",NULL
"Full-time","9","119257.000000000000",NULL
"Full-time","2","119250.000000000000",NULL
"Full-time","1","119238.343750000000",NULL
"Full-time","3","119200.000000000000",NULL
"Full-time","1","119175.000000000000",NULL
"Full-time","2","119150.000000000000",NULL
"Full-time","1","119080.000000000000",NULL
"Full-time","1","119040.000000000000",NULL
"Full-time","1","119037.500000000000",NULL
"Full-time","1","119009.000000000000",NULL
"Full-time and Part-time","1","119000.000000000000",NULL
"Full-time","10","119000.000000000000",NULL
"Full-time","2","118965.000000000000",NULL
"Full-time","1","118915.000000000000",NULL
"Full-time","4","118850.000000000000",NULL
"Full-time","1","118831.382812500000",NULL
"Full-time","1","118807.500000000000",NULL
"Full-time","1","118755.000000000000",NULL
"Full-time","1","118750.000000000000",NULL
"Full-time","1","118650.000000000000",NULL
"Full-time","11","118640.000000000000",NULL
"Full-time","1","118606.000000000000",NULL
"Full-time","6","118500.000000000000",NULL
"Full-time","1","118425.000000000000",NULL
"Full-time","1","118350.000000000000",NULL
"Full-time","2","118300.000000000000",NULL
"Full-time","1","118225.000000000000",NULL
"Full-time","1","118222.000000000000",NULL
"Full-time","1","118205.000000000000",NULL
"Full-time","1","118190.000000000000",NULL
"Full-time","1","118169.000000000000",NULL
NULL,"1","118162.000000000000",NULL
"Full-time","5","118140.000000000000",NULL
"Full-time","3","118080.000000000000",NULL
"Full-time","1","118050.000000000000",NULL
"Contractor","1","118000.000000000000",NULL
"Full-time","8","118000.000000000000",NULL
"Full-time","1","117967.195312500000",NULL
"Full-time","1","117903.500000000000",NULL
"Full-time","1","117891.000000000000",NULL
"Full-time","1","117823.500000000000",NULL
"Full-time","2","117800.000000000000",NULL
"Full-time","1","117784.000000000000",NULL
"Full-time","1","117782.500000000000",NULL
"Full-time","1","117713.000000000000",NULL
"Full-time","2","117606.000000000000",NULL
"Full-time","2","117550.000000000000",NULL
"Full-time and Part-time","1","117500.000000000000",NULL
"Contractor","5","117500.000000000000",NULL
"Full-time","105","117500.000000000000",NULL
"Full-time","1","117414.000000000000",NULL
NULL,"1","117407.500000000000",NULL
"Full-time","2","117390.000000000000",NULL
"Full-time","1","117325.000000000000",NULL
"Full-time","1","117302.000000000000",NULL
"Full-time","5","117200.000000000000",NULL
"Full-time","1","117160.000000000000",NULL
"Full-time","1","117128.000000000000",NULL
"Full-time","2","117100.000000000000",NULL
"Full-time","2","117030.000000000000",NULL
"Full-time","5","117000.000000000000",NULL
"Full-time","11","116950.000000000000",NULL
"Part-time","1","116835.000000000000",NULL
"Full-time","1","116750.000000000000",NULL
"Full-time","6","116700.000000000000",NULL
"Full-time","1","116682.500000000000",NULL
"Full-time","1","116604.000000000000",NULL
"Full-time","16","116600.000000000000",NULL
"Full-time","1","116512.265625000000",NULL
"Full-time","2","116500.000000000000",NULL
"Full-time","1","116416.500000000000",NULL
"Full-time","10","116393.000000000000",NULL
"Full-time and Part-time","3","116393.000000000000",NULL
"Full-time and Temp work","1","116393.000000000000",NULL
"Full-time","1","116369.000000000000",NULL
"Full-time","7","116250.000000000000",NULL
